point_id,X_value,Y_value
0,0.229629077880572,0.675402305907907
1,0.179300722635904,0.694350317385239
2,0.711397542987172,0.375322532241077
3,0.932238433841151,0.0348279514677382
4,0.0660077809583157,0.941190431864555
5,0.747341196784774,0.295811828615411
6,0.955827961788072,0.078708002816354
7,0.0392528936648902,0.938199999035326
8,0.80684048491183,0.286696186830187
9,0.281132560517266,0.620103059102343
10,0.0581879128144018,0.994742485811229
11,0.315073908927199,0.746917199088309
12,0.905037537877713,0.131109984419793
13,0.0317107344314624,0.877217986201925
14,0.179136180285133,0.727960390913981
15,0.901607784995885,0.082731610931824
16,1,0.105299287461899
17,0.879187438317292,0.26329832357521
18,0.935768049780781,0.00730113588297783
19,0.254018978773501,0.643003705338385
20,0.627722881039021,0.27657843616153
21,0,0.867850571320227
22,0.205483647446606,0.846971996883605
23,0.142518579197194,0.925640574930001
24,0.793602042473732,0.259476664693731
25,0.240815293613093,0.707585848663084
26,0.953081257280319,0.0467808511736141
27,0.2715405112339,0.608445826788417
28,0.715348136410756,0.41411075030534
29,0.256616803647211,0.763184918001098
30,0.686499111025893,0.301893232782819
31,0.676553451180453,0.322671075519493
32,0.700830985295799,0.278275364183095
33,0.166686783474893,0.770082734142679
34,0.23828822286208,0.729684467401696
35,0.787655809305136,0.31585083534905
36,0.216830232794849,0.638306394781035
37,0.299891733031963,0.771364597182671
38,0.93381031372476,0.0223198581887065
39,0.0363361893856469,0.963463541270892
40,0.396921918588516,0.69865513499064
41,0.135608849110288,0.793163612712453
42,0.889383973765244,0.0499643415842413
43,0.0692410940027261,0.832713077675813
44,0.951552433601355,0.0933512795826699
45,0.262291574422248,0.801678783610041
46,0.341303830674285,0.686817544811154
47,0.332501069945474,0.731049063639038
48,0.217582522402079,0.699366040770537
49,0.900544529266909,0.140891564982148
50,0.89771858126257,0.0964370078378496
51,0.19146768640687,0.841735564635749
52,0.700656561076357,0.239598198672116
53,0.87100376998799,0.0953084378322528
54,0.0983871959437923,0.810794803895149
55,0.104881837203911,0.857640498261524
56,0.767733903409362,0.183778284095206
57,0.339440954050969,0.662577674208523
58,0.337342021066172,0.66232231570513
59,0.00532694628525009,0.0429802010193775
60,0.187848869350647,0.278745386395433
61,0.0833404719864913,0.0636039861042844
62,0.794936123477663,0.731153690634427
63,0.271074632917152,0.405771660251087
64,0.832849336951296,0.858872567803671
65,0.886437226601034,0.901873189883599
66,0.872472660112088,0.814785042180778
67,0.899670391616885,0.757160645997256
68,0.610735151385081,0.71733231977734
69,0.75075674735965,0.799594306199427
70,0.820699421505353,0.716393484330484
71,0.787485714072715,0.670158844829944
72,0.299231855068178,0.322761524242546
73,0.0666533314710916,0.189189471669757
74,0.862121042919121,0.871036673141993
75,0.0999985930910918,0.0925774706136714
76,0.724434182915669,0.651650466653125
77,0.0866833131518274,0.143807320392868
78,0.0703604650867699,0.141987780891831
79,0.0238553177764673,0.104818299280072
80,0.101473381845886,0.0887287408704218
81,0.0374639142510622,0.0570150664942287
82,0.0203059122158081,0.0485069427830656
83,0.896902856916457,0.964092556921593
84,0.659912139986013,0.683255619426192
85,0.159581661721097,0.122290225805836
86,0.845492482408064,0.79405709271145
87,0.0112469516816328,0.0428857288769563
88,0.920055055776721,0.89693378905557
89,0.1062217173407,0.194907884081243
90,0.307215952346523,0.315563481147606
91,0.26463242535468,0.354874901636379
92,0.762430281411724,0.634850888327873
93,0.27918254634824,0.267890909272073
94,0.359130634133241,0.296509234195858
95,0.253474415477857,0.369556818823565
96,0.9777471532988,1
97,0.212215077885207,0.329956519712505
98,0.868529502192706,0.829534050812999
99,0.800032947176949,0.716039009483174
100,0.788169010122788,0.87035334421288
101,0.166528832915165,0.167527635394876
102,0.878146885904942,0.84869532673996
103,0.674118238304498,0.734382578654255
104,0.157756177762081,0.309703255119131
105,0.689183182476617,0.789866464209306
106,0.69174764209249,0.733381500316765
107,0.737140226677875,0.737194806438498
108,0.240252153430194,0.262625891422314
109,0.0814768442613676,0.22676535609093
110,0.888225215073402,0.916578441337274
111,0.249053671504639,0.239673076264424
112,0.756051110121857,0.831724455237817
113,0.0366377003633321,0
114,0.143308666584024,0.195988781193438
115,0.806693276081553,0.706363672383142
116,0.0526832576937758,0.117731004543007
117,0.943284899994095,0.81094303994893
118,0.772668540173252,0.769355722676998
119,0.171165571731405,0.271270221238995
120,0.215363481518039,0.26953225764084
121,0.144737142064182,0.166947468288369
122,0.626724463229634,0.72226696520796
123,0.625595828873254,0.673911559442014
124,0.893485366489964,0.951135152171464
125,0.120088370834455,0.261869330886055
126,0.961081513339783,0.851765139432147
127,0.825095349673269,0.78540791762017
128,0.90340361218803,0.970725430180988
129,0.15153623008183,0.192576230483008
130,0.93186709604161,0.883382912729676
131,0.733044364038166,0.783529619490523
132,0.175908787005804,0.201477309280988
133,0.101643687947232,0.131164944295563
134,0.939621503870157,0.992266059314116
