point_id,X_value,Y_value
0,0.229629077880572,0.675402305907907
1,0.401013911261057,0.609558543917586
2,0.179300722635904,0.694350317385239
3,0.711397542987172,0.375322532241077
4,0.476604051980722,0.428679307650507
5,0.932238433841151,0.0348279514677382
6,0.0660077809583157,0.941190431864555
7,0.747341196784774,0.295811828615411
8,0.955827961788072,0.078708002816354
9,0.498061817643524,0.575849087534457
10,0.0392528936648902,0.938199999035326
11,0.404051773747257,0.648933889095493
12,0.80684048491183,0.286696186830187
13,0.578547333850663,0.476234133105786
14,0.281132560517266,0.620103059102343
15,0.468151356936405,0.417253497994072
16,0.0581879128144018,0.994742485811229
17,0.315073908927199,0.746917199088309
18,0.905037537877713,0.131109984419793
19,0.546728807404917,0.450903301314485
20,0.0317107344314624,0.877217986201925
21,0.519529742534123,0.444135187904546
22,0.568180631218393,0.338046771618158
23,0.179136180285133,0.727960390913981
24,0.541705895637948,0.452670462673962
25,0.901607784995885,0.082731610931824
26,1,0.105299287461899
27,0.355957895799206,0.606146979793153
28,0.879187438317292,0.26329832357521
29,0.532643775631897,0.384883877026052
30,0.669973645471341,0.456847186344146
31,0.618951124216047,0.420004478942788
32,0.935768049780781,0.00730113588297783
33,0.318350989146475,0.610767238460197
34,0.254018978773501,0.643003705338385
35,0.627722881039021,0.27657843616153
36,0.398236190974216,0.572619031005348
37,0.424646552404223,0.593378344122887
38,0.38773881467482,0.668133632989152
39,0,0.867850571320227
40,0.491842588294909,0.58174950585977
41,0.205483647446606,0.846971996883605
42,0.142518579197194,0.925640574930001
43,0.447366080766278,0.57002523404866
44,0.793602042473732,0.259476664693731
45,0.240815293613093,0.707585848663084
46,0.953081257280319,0.0467808511736141
47,0.2715405112339,0.608445826788417
48,0.447185852427211,0.518932481317682
49,0.715348136410756,0.41411075030534
50,0.256616803647211,0.763184918001098
51,0.526930980060717,0.393358067416005
52,0.555724731429021,0.431724827633032
53,0.56490372909787,0.452418460837662
54,0.686499111025893,0.301893232782819
55,0.676553451180453,0.322671075519493
56,0.700830985295799,0.278275364183095
57,0.437498375457384,0.642856808449458
58,0.166686783474893,0.770082734142679
59,0.23828822286208,0.729684467401696
60,0.787655809305136,0.31585083534905
61,0.587346923471812,0.34652583584874
62,0.583619057736503,0.326542591431783
63,0.216830232794849,0.638306394781035
64,0.299891733031963,0.771364597182671
65,0.444915471846796,0.444239850977771
66,0.93381031372476,0.0223198581887065
67,0.0363361893856469,0.963463541270892
68,0.557954543013243,0.490353620521499
69,0.396921918588516,0.69865513499064
70,0.32203803820959,0.632969969053475
71,0.135608849110288,0.793163612712453
72,0.889383973765244,0.0499643415842413
73,0.542482107707136,0.512853441571066
74,0.0692410940027261,0.832713077675813
75,0.951552433601355,0.0933512795826699
76,0.367772348945998,0.536899001125529
77,0.262291574422248,0.801678783610041
78,0.341303830674285,0.686817544811154
79,0.457521539517859,0.449810248616399
80,0.401475042652377,0.618903815312988
81,0.429871146286034,0.489387791446949
82,0.332501069945474,0.731049063639038
83,0.52721398871516,0.384345331893228
84,0.217582522402079,0.699366040770537
85,0.900544529266909,0.140891564982148
86,0.556059025637818,0.379176677997603
87,0.89771858126257,0.0964370078378496
88,0.50559775386906,0.430222587519617
89,0.19146768640687,0.841735564635749
90,0.700656561076357,0.239598198672116
91,0.87100376998799,0.0953084378322528
92,0.398759186985814,0.524551738186312
93,0.491301665337774,0.527350987788833
94,0.0983871959437923,0.810794803895149
95,0.104881837203911,0.857640498261524
96,0.30289735038275,0.575897842551353
97,0.767733903409362,0.183778284095206
98,0.339440954050969,0.662577674208523
99,0.337342021066172,0.66232231570513
100,0.00532694628525009,0.0429802010193775
101,0.187848869350647,0.278745386395433
102,0.0833404719864913,0.0636039861042844
103,0.794936123477663,0.731153690634427
104,0.271074632917152,0.405771660251087
105,0.832849336951296,0.858872567803671
106,0.886437226601034,0.901873189883599
107,0.872472660112088,0.814785042180778
108,0.634882386553076,0.639397066659313
109,0.568842200645401,0.522256048001741
110,0.899670391616885,0.757160645997256
111,0.610735151385081,0.71733231977734
112,0.602509024788014,0.596705368830541
113,0.75075674735965,0.799594306199427
114,0.45511396828075,0.524047929873612
115,0.609134045496119,0.529293993263906
116,0.820699421505353,0.716393484330484
117,0.682743812146012,0.613223732587458
118,0.787485714072715,0.670158844829944
119,0.417916749788224,0.341462910803717
120,0.299231855068178,0.322761524242546
121,0.0666533314710916,0.189189471669757
122,0.862121042919121,0.871036673141993
123,0.0999985930910918,0.0925774706136714
124,0.724434182915669,0.651650466653125
125,0.417556769939817,0.417996833146658
126,0.534126520889112,0.618470960731129
127,0.0866833131518274,0.143807320392868
128,0.401965259232304,0.322535087362196
129,0.0703604650867699,0.141987780891831
130,0.359303058184955,0.382056319970108
131,0.0238553177764673,0.104818299280072
132,0.101473381845886,0.0887287408704218
133,0.0374639142510622,0.0570150664942287
134,0.406587620492418,0.348683795506952
135,0.0203059122158081,0.0485069427830656
136,0.896902856916457,0.964092556921593
137,0.446052611962151,0.422675094236047
138,0.395204214295604,0.346791851120807
139,0.659912139986013,0.683255619426192
140,0.159581661721097,0.122290225805836
141,0.845492482408064,0.79405709271145
142,0.0112469516816328,0.0428857288769563
143,0.444690380669336,0.35389512779033
144,0.920055055776721,0.89693378905557
145,0.1062217173407,0.194907884081243
146,0.581447752067544,0.655017714921549
147,0.307215952346523,0.315563481147606
148,0.26463242535468,0.354874901636379
149,0.762430281411724,0.634850888327873
150,0.27918254634824,0.267890909272073
151,0.359130634133241,0.296509234195858
152,0.253474415477857,0.369556818823565
153,0.9777471532988,1
154,0.212215077885207,0.329956519712505
155,0.868529502192706,0.829534050812999
156,0.287615134993213,0.427025552208995
157,0.800032947176949,0.716039009483174
158,0.788169010122788,0.87035334421288
159,0.166528832915165,0.167527635394876
160,0.42109234458879,0.476725099189903
161,0.878146885904942,0.84869532673996
