point_id,X_value,Y_value
0,0.279059559959167,0.475595725592149
1,0.653227724873746,0.676667052539352
2,0.298072318994888,0.204570056798821
3,0.380117623749446,0.317349674703248
4,0.644526216045161,0.641147448455751
5,0.319365173155181,0.87770829981583
6,0.715829295334275,0.60312402024745
7,0.494830470630327,0.355984936471906
8,0.531797144737319,0.346977502637107
9,0,0
10,0.659845407208786,0.461716348755217
11,0.860482569775013,0.588003457118247
12,0.362110118051582,0.352673395055181
13,0.684948589823316,0.701519713754004
14,0.610134081278137,0.151801741311456
15,0.973153996203134,0.726192387838124
16,0.413601888364302,0.336273252358372
17,0.354413113228529,0.157712716259118
18,0.444772076653223,0.604784447363996
19,0.529390486200521,0.504257373549946
20,0.415934223186858,0.973335426000111
21,0.146666654571606,0.805162140813267
22,0.268349770396617,0.347975888176106
23,0.376650666970663,0.516919056862911
24,0.455479549794349,0.7870051958313
25,0.275933369851485,0.865391390867474
26,0.703783034323824,0.457349549688662
27,0.191434152290746,0.536751065170911
28,0.58133046872324,0.63701009541211
29,0.470602012547975,0.61738899958234
30,0.103518691687163,0.214430235518314
31,0.604039370335884,0.505611084644166
32,0.547322578490747,1
33,0.371337050418511,0.445925728218307
34,0.32817907358464,0.867480201790012
35,0.603625158438118,0.634436723449013
36,0.765036889407099,0.273881918188193
37,0.201100046741781,0.326668714756303
38,0.687031252710954,0.329200430242271
39,0.584118401636596,0.577419050449523
40,0.729328570998789,0.755744866495133
41,0.595868723350902,0.296721415406007
42,0.557820457945139,0.271042810095281
43,1,0.404403383515619
44,0.355827925719946,0.490063808493436
45,0.507814535570693,0.568758725210388
46,0.682910873002303,0.102796492664885
47,0.502729571423012,0.50407335892988
48,0.00408798411836883,0.269793611083162
49,0.535743196329569,0.426024057412507
50,0.376566458110553,0.459425954781042
51,0.665950620818226,0.613669050699282
52,0.555350853677854,0.392183844945693
53,0.688724277959996,0.386130133881506
54,0.394963067437228,0.365193326793353
